year,googleknowlege_occupation,show,group,raw_guest_list
2006,author,4/4/06,media,studs terkel
2006,military,4/5/06,military,tony zinni
2006,actor,4/6/06,acting,josh hartnett
2006,journalist,5/1/06,media,matthew continetti
2006,comedian,5/10/06,comedy,billy connolly
2006,political scientist,5/11/06,consultant,francis fukuyama
2006,former governor of vermont,5/15/06,politician,howard dean
2006,actor,5/16/06,acting,denis leary
2006,columnist,5/17/06,media,ramesh ponnuru
2006,singer-songwriter,5/18/06,musician,willie nelson
2006,former united states secretary of state,5/2/06,politician,madeleine albright
2006,inspector general of homeland security department,5/3/06,government,clark kent ervin
2006,actor,5/4/06,acting,john malkovich
2006,journalist,5/8/06,media,david remnick
2006,reporter,5/9/06,media,eric shawn
2006,journalist,6/12/06,media,thomas friedman
2006,american political figure,6/13/06,politician,ken mehlman
2006,journalist,6/14/06,media,tim russert
2006,comedian,6/15/06,comedy,louis c.k.
2006,journalist,6/19/06,media,calvin trillin
2006,journalist,6/20/06,media,juliet eilperin
2006,journalist,6/21/06,media,anderson cooper
2006,actor,6/22/06,acting,adam sandler
2006,professional road racing cyclist,6/26/06,athletics,lance armstrong
2006,author,6/27/06,media,helen thomas
2006,former vice president,6/28/06,politician,al gore
2006,actor,6/29/06,acting,kevin spacey
2006,author,6/5/06,media,caroline kennedy
2006,former us secretary of education,6/6/06,politician,william john bennett
2006,actress,6/7/06,acting,bonnie hunt
2006,actress,6/8/06,acting,lily tomlin
2006,telvision actor,7/10/06,acting,ilario pantano
2006,former white house counsel,7/11/06,political aide,john dean
2006,actor,7/12/06,acting,shawn wayans
2006,actor,7/13/06,acting,owen wilson
2006,lawyer,7/17/06,misc,gordon g. chang
2006,film director,7/18/06,media,m. night shyamalan
2006,author,7/19/06,media,james maguire
2006,actor,7/20/06,acting,paul giamatti
2006,us senator,7/24/06,politician,john mccain
2006,actor,7/25/06,acting,edward burns
2006,journalist,7/26/06,media,sharon weinberger
2006,political expert,7/27/06,consultant,alon ben-meir
2006,actor,7/31/06,acting,will ferrell
2006,academic,8/1/06,academic,vali nasr
2006,race car driver,8/10/06,athletics,dale earnhardt, jr.
2006,journalist,8/14/06,media,thomas e. ricks
2006,actor,8/15/06,acting,samuel l. jackson
2006,former governor of new jersey,8/16/06,politician,thomas kean
2006,actor,8/17/06,acting,matt dillon
2006,filmmaker,8/2/06,media,chris paine
2006,professor,8/21/06,academic,reza aslan
2006,former member of the united states senate,8/22/06,politician,william cohen
2006,author,8/23/06,media,frederick s. lane
2006,actor,8/24/06,acting,martin short
2006,actor,8/3/06,acting,danny devito
2006,journalist,8/8/06,media,brian williams
2006,editor,8/9/06,media,craig glenday
2006,actress,9/11/06,acting,maggie gyllenhaal
2006,former us senator,9/12/06,politician,gary hart
2006,political figure,9/13/06,politician,ed gillespie
2006,stand-up comedian,9/14/06,comedy,norm macdonald
2006,us president,9/18/06,politician,bill clinton
2006,actor,9/19/06,acting,ben affleck
2006,stunt perfomrer,9/20/06,acting,johnny knoxville
2006,documentarian,9/21/06,media,cc goldwater
2006,former assistant to the president for communications,9/25/06,political aide,pat buchanan
2006,former president of pakistan,9/26/06,politician,pervez musharraf
2006,united states senator,9/27/06,politician,al franken
2006,former governor of new jersey,9/28/06,politician,jim mcgreevey
2007,actress,1/1/07,acting,meryl streep
2007,author,1/1/07,media,sam sheridan
2007,former governor of arkansas,1/10/07,politician,fmr. gov. mike huckabee
2007,film actor,1/11/07,acting,peter o'toole
2007,author,1/15/07,media,josh bernstein
2007,historian,1/16/07,academic,michael oren
2007,american football wide reciever,1/17/07,athletics,jerry rice
2007,actress,1/18/07,acting,robin wright penn
2007,military,1/22/07,military,gen. rupert smith
2007,governor of virginia,1/23/07,politician,terry mcauliffe
2007,former white house press secretary,1/24/07,political aide,scott mcclellan
2007,us senator,1/25/07,politician,sen. chuck schumer
2007,busines magnate,1/29/07,business,bill gates
2007,astrophysicist,1/30/07,science,neil degrasse tyson
2007,us senator,1/31/07,politician,sen. joe biden
2007,comedian,1/8/07,comedy,louis c.k.
2007,philosopher,1/9/07,academic,harry frankfurt
2007,commentator,10/1/07,media,jack cafferty
2007,author,10/10/07,media,lynne cheney
2007,journalist,10/11/07,media,howard kurtz
2007,former white house press secretary,10/15/07,political aide,tony snow
2007,comedian,10/16/07,comedy,stephen colbert
2007,actor,10/17/07,acting,jake gyllenhaal
2007,actor,10/18/07,acting,ben affleck
2007,commentator,10/2/07,media,chris matthews
2007,columnist,10/29/07,media,michael gerson
2007,broadcaster,10/3/07,media,ted koppel
2007,author,10/30/07,media,valerie plame wilson
2007,baseball player,10/31/07,athletics,david wright
2007,law professor,10/4/07,academic,jack goldsmith
2007,former president of mexico,10/8/07,politician,vicente fox
2007,american football running back,10/9/07,athletics,tiki barber
2007,comedian,11/1/07,comedy,jerry seinfeld
2007,actress,2/1/07,acting,sienna miller
2007,academic,2/12/07,academic,jeffrey rosen
2007,author,2/13/07,media,christopher horner
2007,author,2/14/07,media,ishmael beah
2007,journalist,2/15/07,media,meredith vieira
2007,entrepreneur,2/26/07,business,craig newmark
2007,basketball player,2/27/07,athletics,john amaechi
2007,actor,2/28/07,acting,jake gyllenhaal
2007,chef,2/5/07,misc,walter scheib
2007,television host,2/6/07,media,mike rowe
2007,activist,2/7/07,advocacy,ralph nader
2007,musician,2/8/07,musician,john mellencamp
2007,minister,3/1/07,clergy,rev. al sharpton
2007,us senator,3/12/07,politician,sen. christopher dodd
2007,director,3/13/07,media,john waters
2007,former united states national security advisor,3/14/07,government,zbigniew brzezinski
2007,actress,3/15/07,acting,sandra bullock
2007,professor,3/19/07,academic,stephen prothero
2007,lawyer,3/20/07,misc,john bolton
2007,journalist,3/21/07,media,chris hansen
2007,actor,3/22/07,acting,don cheadle
2007,us senator,3/26/07,politician,sen. john kerry
2007,stand-up comedian,3/27/07,comedy,dennis miller
2007,former governor of new mexico,3/28/07,politician,gov. bill richardson
2007,psychologist,3/29/07,academic,philip zimbardo
2007,journalist,3/5/07,media,bob woodruff
2007,surgeon,3/6/07,science,richard jadick
2007,trumpeter,3/7/07,musician,wynton marsalis
2007,0,3/8/07,na,john bambenek
2007,physician,3/8/07,science,dr. sharon moalem
2007,writer,4/10/07,media,walter isaacson
2007,actress,4/11/07,acting,halle berry
2007,writer,4/12/07,media,richard preston
2007,former white house chief of staff,4/16/07,politician,andrew card
2007,television actor,4/17/07,acting,sig hansen
2007,minister of defense,4/18/07,politician,ali allawi
2007,editor,4/19/07,media,jeremy scahill
2007,reporter,4/23/07,media,matthew cooper
2007,us senator,4/24/07,politician,sen. john mccain
2007,comedian,4/25/07,comedy,garry shandling
2007,actor,4/26/07,acting,richard gere
2007,author,4/30/07,media,christopher hitchens
2007,former american senator,4/9/07,politician,bill bradley
2007,actor,5/1/07,acting,tobey maguire
2007,professor,5/10/07,academic,reza aslan
2007,broadcaster,5/14/07,media,jeremy paxman
2007,journalist,5/15/07,media,tim russert
2007,comedian,5/16/07,comedy,don rickles
2007,editor,5/17/07,media,brink lindsey
2007,film-maker,5/2/07,media,pierre rehov
2007,journalist,5/21/07,media,zaki chehab
2007,former united states secretary of education,5/22/07,politician,margaret spellings
2007,military,5/23/07,military,lt. col. kevin robbins
2007,former vice president,5/24/07,politician,al gore
2007,broadcaster,5/3/07,media,ted koppel
2007,writer,5/7/07,media,lee gutkind
2007,professor,5/8/07,academic,george tenet
2007,historian,5/9/07,academic,michael beschloss
2007,comedian,6/11/07,comedy,david steinberg
2007,political consultant,6/12/07,consultant,robert shrum
2007,historian,6/13/07,academic,allan brandt
2007,actress,6/14/07,acting,angelina jolie
2007,actor,6/18/07,acting,steve carell
2007,journalist,6/19/07,media,brian williams
2007,journalist,6/20/07,media,fareed zakaria
2007,writer,6/21/07,media,greg bear
2007,journalist,6/25/07,media,steve vogel
2007,actor,6/26/07,acting,bruce willis
2007,filmmaker,6/27/07,media,michael moore
2007,actress,6/28/07,acting,claire danes
2007,us representative,6/4/07,politician,rep. ron paul
2007,actor,6/5/07,acting,paul rudd
2007,pundit,6/6/07,consultant,michael barone
2007,stand-up comedian,6/7/07,comedy,eddie izzard
2007,broadcaster,7/16/07,media,josh rushing
2007,actor,7/17/07,acting,christopher walken
2007,cartoonist,7/18/07,media,matt groening
2007,actor,7/19/07,acting,adam sandler
2007,astrophysicist,7/23/07,science,neil degrasse tyson
2007,professor,7/24/07,academic,robert pallitto
2007,correspondent,7/25/07,media,rob gifford
2007,historian,7/26/07,academic,robert dallek
2007,journalist,7/30/07,media,alastair campbell
2007,advocate,7/31/07,advocacy,lewis gordon pugh
2007,author,8/1/07,media,jed babbin
2007,commentator,8/13/07,media,bill kristol
2007,actor,8/14/07,acting,denis leary
2007,columnist,8/15/07,media,stephen f. hayes
2007,us senator,8/16/07,politician,sen. john mccain
2007,actor,8/2/07,acting,matt damon
2007,author,8/20/07,media,nikolas kozloff
2007,author,8/21/07,media,alan weisman
2007,us senator,8/22/07,politician,sen. barack obama
2007,military,8/23/07,military,lt. col. john nagl
2007,actor,8/7/07,acting,andy samberg
2007,us senator,8/8/07,politician,sen. joe biden
2007,writer,8/9/07,media,tal ben-shahar
2007,comedian,9/10/07,comedy,jeff garlin
2007,actress,9/11/07,acting,jodie foster
2007,freelance writer,9/12/07,media,robert draper
2007,journalist,9/13/07,media,douglas farah
2007,economist,9/18/07,academic,alan greenspan
2007,political figure,9/19/07,politician,gen. wesley clark
2007,president,9/20/07,politician,president bill clinton
2007,author,9/24/07,media,john bowe
2007,president,9/25/07,politician,president evo morales
2007,actor,9/26/07,acting,jamie foxx
2007,filmmaker,9/27/07,media,ken burns
2008,author,1/1/08,media,peggy noonan
2008,consultant,1/1/08,political aide,tim gunn
2008,television host,1/1/08,media,conan o'brien
2008,television personality,1/10/08,media,lou dobbs
2008,journalist,1/14/08,media,fareed zakaria
2008,lawyer,1/15/08,misc,john bolton
2008,columnist,1/16/08,media,jonah goldberg
2008,consultant,1/17/08,political aide,allen raymond
2008,editor,1/21/08,media,jon meacham
2008,writer,1/22/08,media,jim wallis
2008,political satirist,1/23/08,media,p. j. o'rourke
2008,journalist,1/24/08,media,gerri willis
2008,american football quarterback,1/28/08,athletics,phil simms
2008,biographer,1/29/08,media,doris kearns goodwin
2008,author,1/30/08,media,peggy noonan
2008,correspondent,1/31/08,media,karen tumulty
2008,television actor,1/7/08,acting,ronald seeber
2008,commentator,1/8/08,media,david frum
2008,author,1/9/08,media,john zogby
2008,editor,10/1/08,media,gideon rose
2008,author,10/13/08,media,amity shlaes
2008,former white house press secretary,10/14/08,political aide,ari fleischer
2008,comedian,10/15/08,comedy,richard lewis
2008,former united states secretary of labor,10/16/08,politician,robert reich
2008,actor,10/2/08,acting,clint eastwood
2008,author,10/20/08,media,eugene jarecki
2008,author of novels,10/21/08,media,christopher buckley
2008,journalist,10/22/08,media,tom brokaw
2008,former us senator,10/23/08,politician,jon corzine
2008,reporter,10/27/08,media,campbell brown
2008,comedian,10/28/08,comedy,steve martin
2008,us president,10/29/08,politician,barack obama
2008,commentator,10/30/08,media,bill kristol
2008,actor,10/6/08,acting,tim robbins
2008,author,10/7/08,media,sarah vowell
2008,first lady of the united states,10/8/08,politician,michelle obama
2008,actor,10/9/08,acting,robert de niro
2008,journalist,11/11/08,media,thomas l. friedman
2008,business magnate,11/12/08,business,t. boone pickens
2008,television host,11/13/08,media,bill o'reilly
2008,journalist,11/17/08,media,david frost
2008,actor,11/18/08,acting,denis leary
2008,editor,11/19/08,media,jon meacham
2008,stand-up comedian,11/20/08,comedy,richard belzer
2008,biographer,11/3/08,media,doris kearns goodwin
2008,na,11/4/08,na,indecision 2008 live election night special
2008,television host,11/5/08,media,chris wallace
2008,actor,11/6/08,acting,paul rudd
2008,actress,12/1/08,acting,anne hathaway
2008,comedian,12/10/08,comedy,don rickles
2008,actor,12/11/08,acting,philip seymour hoffman
2008,journalist,12/2/08,media,calvin trillin
2008,author,12/3/08,media,arianna huffington
2008,film director,12/4/08,media,ron howard
2008,author,12/8/08,media,matthew alexander
2008,former governor of arkansas,12/9/08,politician,mike huckabee
2008,author,2/11/08,media,philip shenon
2008,commentator,2/12/08,media,bill kristol
2008,author,2/13/08,media,mark siegel
2008,writer,2/14/08,media,lee siegel
2008,former united states secretary of state,2/26/08,politician,madeleine albright
2008,professor,2/27/08,academic,allen guelzo
2008,journalist,2/28/08,media,brian williams
2008,comedian,2/4/08,comedy,stephen colbert
2008,television host,2/5/08,media,chris wallace
2008,journalist,2/6/08,media,tom brokaw
2008,writer,2/7/08,media,laton mccartney
2008,military,3/10/08,military,lt. gen. william b. caldwell
2008,political advocate,3/11/08,advocacy,grover g. norquist
2008,journalist,3/12/08,media,ronald kessler
2008,former white house press secretary,3/13/08,political aide,dana perino
2008,author,3/17/08,media,brian fagan
2008,economist,3/18/08,academic,jeffrey sachs
2008,former us senator,3/19/08,politician,arlen specter
2008,journalist,3/20/08,media,alex kingsbury
2008,former us secretary of state,3/3/08,politician,hillary clinton
2008,us secretary of defense,3/31/08,politician,chuck hagel
2008,activist,3/4/08,advocacy,ralph nader
2008,author,3/5/08,media,martin fletcher
2008,former u.s. senator,3/6/08,politician,tom daschle
2008,neuroscientist,4/1/08,science,simon levay
2008,journalist,4/10/08,media,aram roston
2008,screenwriter,4/14/08,media,judd apatow
2008,law professor,4/15/08,academic,jack goldsmith
2008,journalist,4/16/08,media,peter steinfels
2008,actress,4/17/08,acting,uma thurman
2008,author,4/2/08,media,william safire
2008,us president,4/21/08,politician,barack obama
2008,director,4/22/08,media,john waters
2008,journalist,4/23/08,media,howard fineman
2008,actor,4/24/08,acting,colin firth
2008,presidnet,4/28/08,politician,president jimmy carter
2008,former u.s. representative,4/29/08,politician,newt gingrich
2008,actor,4/3/08,acting,george clooney
2008,editor,4/30/08,media,robert schlesinger
2008,actor,4/7/08,acting,nathan lane
2008,journalist,4/8/08,media,cokie roberts
2008,journalist,4/9/08,media,steve coll
2008,former governor of vermont,5/1/08,politician,howard dean
2008,university professor,5/12/08,academic,douglas j. feith
2008,former white house press secretary,5/13/08,political aide,bill moyers
2008,journalist,5/14/08,media,john harwood
2008,actor,5/15/08,acting,denis leary
2008,author,5/27/08,media,matt taibbi
2008,security expert,5/28/08,consultant,fred burton
2008,adviser,5/29/08,consultant,richard a. clarke
2008,former majority leader,5/5/08,politician,harry reid
2008,journalist,5/6/08,media,fareed zakaria
2008,us senator,5/7/08,politician,john mccain
2008,professor,5/8/08,academic,david d. perlmutter
2008,activist,6/10/08,advocacy,ralph reed
2008,author,6/11/08,media,rick shenkman
2008,journalist,6/12/08,media,richard engel
2008,attorney,6/16/08,misc,david iglesias
2008,journalist,6/17/08,media,lara logan
2008,actor,6/18/08,acting,steve carell
2008,actor,6/19/08,acting,mike myers
2008,former white house press secretary,6/2/08,political aide,scott mcclellan
2008,actor,6/23/08,acting,james mcavoy
2008,journalist,6/24/08,media,james harding
2008,rock band,6/25/08,musician,coldplay
2008,broadcaster,6/26/08,media,ted koppel
2008,humorist,6/3/08,media,david sedaris
2008,broadcaster,6/4/08,media,barbara walters
2008,actor,6/5/08,acting,adam sandler
2008,former us senator,6/9/08,politician,jim webb
2008,journalist,7/14/08,media,andrew ward
2008,actor,7/15/08,acting,pierce brosnan
2008,analyst,7/16/08,consultant,kenneth pollack
2008,actress,7/17/08,acting,maggie gyllenhaal
2008,author,7/21/08,media,richard bitner
2008,actor,7/22/08,acting,will ferrell and john c. reilly
2008,actor,7/22/08,acting,will ferrell and john c. reilly
2008,author,7/23/08,media,t.j. english
2008,television host,7/24/08,media,geo beach
2008,former speaker of the the house,7/28/08,politician,rep. nancy pelosi
2008,author,7/29/08,media,bill bishop
2008,author,7/30/08,media,ben wattenberg
2008,journalist,7/31/08,media,brian williams
2008,journalist,8/11/08,media,ron suskind
2008,former us senator,8/12/08,politician,mel martinez
2008,journalist,8/13/08,media,philip p. pan
2008,actor,8/14/08,acting,ben stiller
2008,united states senator,8/26/08,politician,tim kaine
2008,former governor of vermont,8/27/08,politician,howard dean
2008,former senator,8/28/08,politician,evan bayh
2008,0,8/29/08,na,(no guest)
2008,actor,8/4/08,acting,dennis hopper
2008,actor,8/5/08,acting,seth rogen
2008,us senator,8/6/08,politician,chuck schumer
2008,television host,8/7/08,media,david gregory
2008,journalist,9/15/08,media,barton gellman
2008,comedian,9/16/08,comedy,ricky gervais
2008,actress,9/17/08,acting,charlize theron
2008,former british prime minister,9/18/08,politician,tony blair
2008,journalist,9/2/08,media,brian williams
2008,us president,9/23/08,politician,bill clinton
2008,film actor,9/24/08,acting,aaron eckhart
2008,journalist,9/25/08,media,bob schieffer
2008,journalist,9/29/08,media,hooman majd
2008,former u.s. representative,9/3/08,politician,newt gingrich
2008,comedian,9/30/08,comedy,bill maher
2008,former governor of arkansas,9/4/08,politician,mike huckabee
2008,0,9/5/08,na,(no guest)
2009,author,1/12/09,media,maxwell kennedy
2009,actor,1/13/09,acting,daniel craig
2009,journalist,1/14/09,media,fareed zakaria
2009,editor,1/15/09,media,bethany mclean
2009,journalist,1/19/09,media,abderrahim foukara
2009,canon,1/20/09,clergy,rt. rev. v. gene robinson
2009,correspondent,1/21/09,media,david sanger
2009,actor,1/22/09,acting,liam neeson
2009,presidnet,1/26/09,politician,president jimmy carter
2009,journalist,1/27/09,media,gwen ifill
2009,astrophysicist,1/28/09,science,neil degrasse tyson
2009,political scientist,1/29/09,consultant,p. w. singer
2009,television host,1/5/09,media,david gregory
2009,author,1/6/09,media,michael wolff
2009,television host,1/7/09,media,rachel maddow
2009,former white house press secretary,1/8/09,political aide,dana perino
2009,comedian,10/1/09,comedy,joy behar
2009,former governor of arizona,10/12/09,politician,janet napolitano
2009,aviator,10/13/09,misc,chesley sullenberger
2009,author,10/14/09,media,barbara ehrenreich
2009,author,10/15/09,media,jennifer burns
2009,stand-up comedian,10/26/09,comedy,susie essman
2009,economist,10/27/09,academic,steven levitt
2009,activist,10/28/09,advocacy,dr. mustafa barghouti and anna baltzer
2009,public speaker,10/28/09,misc,dr. mustafa barghouti and anna baltzer
2009,comedian,10/29/09,comedy,wanda sykes
2009,author,10/5/09,media,sarah vowell
2009,united states secretary of the navy,10/6/09,politician,ray mabus
2009,innovator,10/7/09,academic,william kamkwamba
2009,television host,10/8/09,media,david gregory
2009,tennis player,11/10/09,athletics,serena williams
2009,musician,11/11/09,musician,clarence clemons
2009,primatologist,11/12/09,science,jane goodall
2009,journalist,11/16/09,media,jake adelstein
2009,vice president,11/17/09,politician,joe biden
2009,television personality,11/18/09,media,lou dobbs
2009,rock band,11/19/09,musician,jack's mannequin
2009,us senator,11/2/09,politician,bob menendez
2009,political strategist,11/3/09,consultant,david plouffe
2009,journalist,11/30/09,media,maziar bahari
2009,former vice president,11/4/09,politician,al gore
2009,united states ambassador to the united nations,11/5/09,government,susan rice
2009,former united states senator,11/9/09,politician,kit bond
2009,journalist,12/1/09,media,thomas friedman
2009,journalist,12/10/09,media,gwen ifill
2009,actress,12/14/09,acting,sigourney weaver
2009,former united states secretary of transportation,12/15/09,politician,ray lahood
2009,actor,12/16/09,acting,hugh grant
2009,professional road racing cyclist,12/2/09,athletics,lance armstrong
2009,journalist,12/3/09,media,michael specter
2009,journalist,12/7/09,media,dan rather
2009,former governor of arkansas,12/8/09,politician,mike huckabee
2009,journalist,12/9/09,media,andrew ross sorkin
2009,journalist,2/10/09,media,thomas ricks
2009,professor,2/11/09,academic,daniel sperling
2009,former governor of new hampshire,2/12/09,politician,john sununu
2009,former director of the national economic counscil,2/2/09,government,lawrence lindsey
2009,business magnate,2/23/09,business,jeff bezos
2009,comedian,2/24/09,comedy,ricky gervais
2009,actor,2/25/09,acting,tom selleck
2009,journalist,2/26/09,media,brian williams
2009,actor,2/3/09,acting,dev patel
2009,author,2/4/09,media,karen greenberg
2009,author,2/5/09,media,randall balmer
2009,writer,2/9/09,media,walter isaacson
2009,author,3/10/09,media,craig mullaney
2009,actor,3/11/09,acting,paul rudd
2009,television personality,3/12/09,media,jim cramer
2009,military,3/16/09,military,gen. richard b. myers
2009,actor,3/17/09,acting,ian mcshane
2009,entrepreneur,3/18/09,business,nandan nilekani
2009,musician,3/19/09,musician,bruce springsteen
2009,scientist,3/2/09,science,harold varmus
2009,former associate justice of the supreme court of the united states,3/3/09,government,sandra day o'connor
2009,commentator,3/30/09,media,jack cafferty
2009,actor,3/31/09,acting,seth rogen
2009,journalist,3/4/09,media,joe nocera
2009,actor,3/5/09,acting,billy crudup
2009,author,3/9/09,media,nathaniel frank
2009,former director of the office of management and budget,4/1/09,government,peter r. orszag
2009,baseball athlete,4/14/09,athletics,ron darling
2009,us senator,4/15/09,politician,elizabeth warren
2009,actor,4/16/09,acting,ben affleck
2009,author,4/2/09,media,tom zoellner
2009,professor,4/20/09,academic,reza aslan
2009,president of liberia,4/21/09,politician,ellen johnson sirleaf
2009,author,4/22/09,media,philip alcabes
2009,historian,4/23/09,academic,richard beeman
2009,lawyer,4/27/09,misc,christine lagarde
2009,journalist,4/28/09,media,clifford may
2009,biographer,4/29/09,media,doris kearns goodwin
2009,actor,4/30/09,acting,hugh jackman
2009,actor,4/6/09,acting,michael j. fox
2009,first lady of egypt,4/7/09,politician,jehan al sadat
2009,minority leader of the united states house of representatives,4/8/09,politician,nancy pelosi
2009,writer,4/9/09,media,william d. cohan
2009,scholar,5/11/09,academic,frank partnoy
2009,actor,5/12/09,acting,tom hanks
2009,author,5/13/09,media,husain haqqani
2009,epa administrator,5/14/09,government,lisa p. jackson
2009,racing driver,5/18/09,athletics,sarah fisher
2009,former u.s. representative,5/19/09,politician,newt gingrich
2009,attorney,5/20/09,misc,elizabeth edwards
2009,television host,5/21/09,media,larry king
2009,actor,5/4/09,acting,denis leary
2009,journalist,5/5/09,media,fareed zakaria
2009,white house sommunications director,5/6/09,political aide,george stephanopoulos
2009,former united states secretary of the interior,5/7/09,politician,ken salazar
2009,journalist,6/1/09,media,bob woodruff
2009,businessman,6/10/09,business,saad mohseni
2009,journalist,6/11/09,media,katie couric
2009,actor,6/15/09,acting,ed helms
2009,writer,6/16/09,media,tom folsom
2009,journalist,6/17/09,media,peter laufer
2009,former governor of arkansas,6/18/09,politician,mike huckabee
2009,political satirist,6/2/09,media,p.j. o'rourke
2009,basketball player,6/22/09,athletics,bill russell
2009,comedian,6/23/09,comedy,larry david
2009,professor,6/24/09,academic,reza aslan
2009,actress,6/25/09,acting,cameron diaz
2009,neurologist,6/29/09,science,oliver sacks
2009,author,6/3/09,media,michael lewis
2009,author,6/30/09,media,mike kim
2009,actor,6/4/09,acting,will ferrell
2009,singer,6/8/09,musician,gretchen peters
2009,financier,6/9/09,business,peter schiff
2009,journalist,7/1/09,media,justin fox
2009,former us representative,7/13/09,politician,barney frank
2009,professor,7/14/09,academic,peter mancall
2009,former hhs secretary,7/15/09,politician,kathleen sebelius
2009,commentator,7/16/09,media,robert glennon
2009,screenwriter,7/2/09,media,robert kenner
2009,journalist,7/20/09,media,brian williams
2009,former united states secretary of energy,7/21/09,politician,steven chu
2009,actor,7/22/09,acting,kevin nealon
2009,sports columnist,7/23/09,media,sally jenkins
2009,commentator,7/27/09,media,bill kristol
2009,band,7/28/09,musician,spinal tap
2009,lawyer,7/29/09,misc,john r. bolton
2009,screenwriter,7/30/09,media,judd apatow
2009,author,8/10/09,media,douglas brinkley
2009,economist,8/11/09,academic,austan goolsbee
2009,author,8/12/09,media,larry lawton (skit)[4] and jeff sharlet (interview)
2009,journalist,8/12/09,media,larry lawton (skit)[4] and jeff sharlet (interview)
2009,actress,8/13/09,acting,rachel mcadams
2009,stand-up comedian,8/17/09,comedy,david cross
2009,author,8/18/09,media,christopher mcdougall
2009,consultant,8/19/09,political aide,tim gunn
2009,american politician,8/20/09,politician,betsy mccaughey
2009,journalist,8/3/09,media,ronald kessler
2009,former us representative,8/4/09,politician,henry waxman (d-ca)
2009,actor,8/5/09,acting,paul giamatti
2009,swimmer,8/6/09,athletics,dara torres
2009,basketball player,9/14/09,athletics,lebron james
2009,actor,9/15/09,acting,matt damon
2009,comedian,9/16/09,comedy,ricky gervais
2009,president,9/17/09,politician,president bill clinton
2009,academic,9/22/09,academic,vali nasr
2009,former governor of pennsylvania,9/23/09,politician,tom ridge
2009,former governor of illinois,9/24/09,politician,rod blagojevich
2009,professor,9/28/09,academic,bruce bueno de mesquita
2009,former u.s. congressman,9/29/09,politician,ron paul
2009,writer,9/30/09,media,jon krakauer
2010,lawyer,1/11/10,misc,john yoo
2010,editor,1/12/10,media,paul ingrassia
2010,musician,1/13/10,musician,ringo starr and the ben harper band
2010,rock band,1/13/10,musician,ringo starr and the ben harper band
2010,journalist,1/14/10,media,tom brokaw
2010,comptroller of the us,1/18/10,government,david m. walker
2010,actor,1/19/10,acting,colin firth
2010,writer,1/20/10,media,jim wallis
2010,actress,1/21/10,acting,julie andrews
2010,busines magnate,1/25/10,business,bill gates
2010,us senator,1/26/10,politician,elizabeth warren
2010,journalist,1/27/10,media,ethan watters
2010,biographer,1/28/10,media,doris kearns goodwin
2010,author,1/4/10,media,michael pollan
2010,film director,1/5/10,media,george lucas
2010,military,1/6/10,military,michael mullen
2010,actress,1/7/10,acting,maggie gyllenhaal
2010,stunt perfomrer,10/11/10,acting,johnny knoxville
2010,former mjority leader,10/12/10,politician,eric cantor
2010,former us secretary of state,10/13/10,politician,condoleezza rice
2010,writer,10/14/10,media,david rakoff
2010,economist,10/25/10,academic,austan goolsbee
2010,former united states senator,10/26/10,politician,ted kaufman
2010,president,10/27/10,politician,president barack obama
2010,na,10/28/10,na,none
2010,author,10/4/10,media,sam harris
2010,actor,10/5/10,acting,bruce willis
2010,writer,10/6/10,media,philip dray
2010,actress,10/7/10,acting,naomi watts
2010,stand-up comedian,11/1/10,comedy,zach galifianakis
2010,professional wrestler,11/10/10,athletics,mick foley
2010,actress,11/11/10,acting,rosario dawson
2010,track and field athlete,11/15/10,athletics,marion jones
2010,editor,11/16/10,media,bethany mclean and joe nocera
2010,journalist,11/16/10,media,bethany mclean and joe nocera
2010,rapper,11/17/10,musician,jay-z
2010,lawyer,11/18/10,misc,philip k. howard
2010,historian,11/2/10,academic,michael beschloss
2010,actor,11/29/10,acting,judah friedlander
2010,television host,11/3/10,media,chris wallace
2010,author,11/30/10,media,susan casey
2010,humorist,11/4/10,media,david sedaris
2010,former governor of texas,11/8/10,politician,rick perry
2010,actor,11/9/10,acting,harrison ford
2010,musician,12/1/10,musician,sting
2010,former british prime minister,12/13/10,politician,gordon brown
2010,comedian,12/14/10,comedy,ricky gervais
2010,actor,12/15/10,acting,paul rudd
2010,former governor of arkansas,12/16/10,politician,mike huckabee
2010,author,12/2/10,media,stacy schiff
2010,military officer,12/6/10,military,hugh shelton
2010,actor,12/7/10,acting,seth green
2010,actress,12/8/10,acting,michelle williams
2010,writer,12/9/10,media,edmund morris
2010,economist,2/1/10,academic,austan goolsbee
2010,baseball player,2/10/10,athletics,willie mays
2010,actor,2/11/10,acting,lee daniels
2010,journalist,2/2/10,media,brian williams
2010,comedian,2/22/10,comedy,ricky gervais
2010,comedian,2/23/10,comedy,jeff garlin
2010,actor,2/24/10,acting,tracy morgan
2010,us representative,2/25/10,politician,rep. james clyburn
2010,surgeon,2/3/10,science,atul gawande
2010,former us representative,2/4/10,politician,anthony weiner
2010,investment banker,2/8/10,business,jenny sanford
2010,former u.s. representative,2/9/10,politician,newt gingrich
2010,astrophysicist,3/1/10,science,neil degrasse tyson
2010,comedian,3/10/10,comedy,jerry seinfeld
2010,journalist,3/11/10,media,eamon javers
2010,author,3/15/10,media,michael lewis
2010,actor,3/16/10,acting,jude law
2010,actor,3/17/10,acting,snoop dogg
2010,former governor of washington,3/18/10,politician,gary locke
2010,actor,3/2/10,acting,robert pattinson
