name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
roger weaver,1980,det,al,0,0,0,0.7609522,102,0.7259521,,weavr101
don aase,1980,cal,al,1,0,2,0.7679521,97,0.7329521,0.1388649,aased001
fernando valenzuela,1980,lan,nl,6,0,1,0.7778611,98,0.7428611,0.8022734,valef001
phil niekro,1980,atl,nl,3,0,0,0.7708611,103,0.7358611,0.4120567,niekp001
charlie leibrandt,1980,cin,nl,1,0,0,0.7750611,100,0.7400611,0.1351682,leibc001
preston hanna,1980,atl,nl,2,0,0,0.7708611,103,0.7358611,0.2747044,hannp101
ed glynn,1980,nyn,nl,8,2,1,0.7778611,98,0.7428611,0.2971224,glyne001
warren brusstar,1980,phi,nl,9,3,1,0.7680611,105,0.7330611,0.1056989,brusw001
dave tomlin,1980,cin,nl,4,0,4,0.7750611,100,0.7400611,0.5406729,tomld001
jim otten,1980,sln,nl,1,1,1,0.7708611,103,0.7358611,-0.2452956,ottej101
ross grimsley,1980,mon,nl,0,0,0,0.7764611,99,0.7414611,,grimr101
scott holman,1980,nyn,nl,0,0,0,0.7778611,98,0.7428611,,holms101
allen ripley,1980,sfn,nl,0,1,0,0.7778611,98,0.7428611,-0.3862878,ripla101
andy hassler,1980,pit,nl,0,0,0,0.7722611,102,0.7372611,,hassa001
gene garber,1980,atl,nl,23,6,6,0.7708611,103,0.7358611,0.8632144,garbg001
tug mcgraw,1980,phi,nl,45,7,5,0.7680611,105,0.7330611,3.578029,mcgrt001
bob sykes,1980,sln,nl,1,2,0,0.7708611,103,0.7358611,-0.6279433,sykeb101
doug capilla,1980,chn,nl,1,2,4,0.7624611,109,0.7274611,-0.6148393,capid101
bill gullickson,1980,mon,nl,0,1,0,0.7764611,99,0.7414611,-0.3855598,gullb001
sheldon burnside,1980,cin,nl,0,0,1,0.7750611,100,0.7400611,,burns101
jeff reardon,1980,nyn,nl,32,6,7,0.7778611,98,0.7428611,1.961065,rearj001
burt hooton,1980,lan,nl,1,0,0,0.7778611,98,0.7428611,0.1337122,hootb001
steve mura,1980,sdn,nl,2,1,0,0.7820612,95,0.7470611,-0.1254153,muras001
tom hutton,1980,mon,nl,0,0,0,0.7764611,99,0.7414611,,huttt101
mike lacoss,1980,cin,nl,0,0,1,0.7750611,100,0.7400611,,lacom001
joe beckwith,1980,lan,nl,4,2,3,0.7778611,98,0.7428611,-0.2377265,beckj001
kent tekulve,1980,pit,nl,43,13,13,0.7722611,102,0.7372611,0.890956,tekuk001
marty bystrom,1980,phi,nl,0,0,0,0.7680611,105,0.7330611,,bystm001
terry forster,1980,lan,nl,0,0,0,0.7778611,98,0.7428611,,forst001
joe price,1980,cin,nl,1,0,0,0.7750611,100,0.7400611,0.1351682,pricj001
fred breining,1980,sfn,nl,0,0,0,0.7778611,98,0.7428611,,breif001
dan larson,1980,phi,nl,0,0,0,0.7680611,105,0.7330611,,larsd101
george riley,1980,chn,nl,5,4,0,0.7624611,109,0.7274611,-0.8045178,rileg001
eric rasmussen,1980,sdn,nl,9,0,4,0.7820612,95,0.7470611,1.183754,rasme101
don robinson,1980,pit,nl,6,1,0,0.7722611,102,0.7372611,0.4363696,robid001
larry bradford,1980,atl,nl,17,3,13,0.7708611,103,0.7358611,1.187045,bradl101
pete vuckovich,1980,sln,nl,5,0,0,0.7708611,103,0.7358611,0.6867611,vuckp001
john montefusco,1980,sfn,nl,3,1,1,0.7778611,98,0.7428611,0.0148489,montj001
dennis lamp,1980,chn,nl,3,2,0,0.7624611,109,0.7274611,-0.3313988,lampd001
bob knepper,1980,sfn,nl,0,0,0,0.7778611,98,0.7428611,,knepb001
scott munninghoff,1980,phi,nl,0,0,0,0.7680611,105,0.7330611,,munns101
rollie fingers,1980,sdn,nl,50,13,6,0.7820612,95,0.7470611,1.526278,fingr001
willie hernandez,1980,chn,nl,10,2,2,0.7624611,109,0.7274611,0.6606426,hernw001
alan hargesheimer,1980,sfn,nl,0,0,0,0.7778611,98,0.7428611,,harga001
paul moskau,1980,cin,nl,10,2,2,0.7750611,100,0.7400611,0.5820186,moskp101
tom hausman,1980,nyn,nl,15,4,0,0.7778611,98,0.7428611,0.4605327,haust101
jim bibby,1980,pit,nl,3,0,0,0.7722611,102,0.7372611,0.4098727,bibbj001
al hrabosky,1980,atl,nl,12,5,3,0.7708611,103,0.7358611,-0.2650122,hraba101
mickey mahler,1980,pit,nl,0,0,0,0.7722611,102,0.7372611,,mahlm001
kim seaman,1980,sln,nl,8,3,2,0.7708611,103,0.7358611,-0.0491255,seamk101
john martin,1980,sln,nl,0,0,0,0.7708611,103,0.7358611,,martj101
david palmer,1980,mon,nl,3,1,2,0.7764611,99,0.7414611,0.0177609,palmd001
mike rowland,1980,sfn,nl,2,0,1,0.7778611,98,0.7428611,0.2674245,rowlm101
gary lavelle,1980,sfn,nl,25,10,11,0.7778611,98,0.7428611,-0.5200716,laveg001
bill bordley,1980,sfn,nl,0,0,0,0.7778611,98,0.7428611,,bordb101
rick matula,1980,atl,nl,0,0,0,0.7708611,103,0.7358611,,matur101
dale murray,1980,mon,nl,1,1,1,0.7764611,99,0.7414611,-0.2511196,murrd001
darold knowles,1980,sln,nl,0,0,0,0.7708611,103,0.7358611,,knowd101
dave goltz,1980,lan,nl,4,1,2,0.7778611,98,0.7428611,0.1485612,goltd101
philip nastu,1980,sfn,nl,0,0,0,0.7778611,98,0.7428611,,nastp101
bert blyleven,1980,pit,nl,0,1,1,0.7722611,102,0.7372611,-0.3833758,blylb001
bill caudill,1980,chn,nl,22,5,9,0.7624611,109,0.7274611,1.226446,caudb001
hal dues,1980,mon,nl,0,1,0,0.7764611,99,0.7414611,-0.3855598,duesh101
fred norman,1980,mon,nl,3,1,4,0.7764611,99,0.7414611,0.0177609,normf101
bruce sutter,1980,chn,nl,66,14,6,0.7624611,109,0.7274611,4.057618,suttb001
roy thomas,1980,sln,nl,4,2,1,0.7708611,103,0.7358611,-0.2158866,thomr001
rick mahler,1980,atl,nl,2,0,0,0.7708611,103,0.7358611,0.2747044,mahlr001
lynn mcglothen,1980,chn,nl,2,1,0,0.7624611,109,0.7274611,-0.0948393,mcgll101
charlie hough,1980,lan,nl,2,2,0,0.7778611,98,0.7428611,-0.5051511,hougc001
john pacella,1980,nyn,nl,0,0,0,0.7778611,98,0.7428611,,pacej001
dick tidrow,1980,chn,nl,23,10,7,0.7624611,109,0.7274611,-0.5232326,tidrd001
john urrea,1980,sln,nl,13,2,3,0.7708611,103,0.7358611,1.020283,urrej101
dennis blair,1980,sdn,nl,1,0,1,0.7820612,95,0.7470611,0.1315282,blaid101
tom hume,1980,cin,nl,52,13,9,0.7750611,100,0.7400611,2.025935,humet001
john d'acquisto,1980,mon,nl,1,0,0,0.7764611,99,0.7414611,0.1344402,dacqj101
juan berenguer,1980,nyn,nl,0,1,0,0.7778611,98,0.7428611,-0.3862878,berej001
lerrin lagrow,1980,phi,nl,1,1,2,0.7680611,105,0.7330611,-0.2423835,lagrl101
bob shirley,1980,sdn,nl,20,7,4,0.7820612,95,0.7470611,-0.0887387,shirb001
juan eichelberger,1980,sdn,nl,6,0,0,0.7820612,95,0.7470611,0.7891693,eichj001
gary lucas,1980,sdn,nl,12,3,5,0.7820612,95,0.7470611,0.4129232,lucag001
ed halicki,1980,sfn,nl,0,0,1,0.7778611,98,0.7428611,,halie101
neil allen,1980,nyn,nl,49,14,6,0.7778611,98,0.7428611,1.143871,allen001
dave roberts,1980,pit,nl,0,1,0,0.7722611,102,0.7372611,-0.3833758,robed101
bill lee,1980,mon,nl,3,0,0,0.7764611,99,0.7414611,0.4033207,lee-b101
pat zachry,1980,nyn,nl,4,1,0,0.7778611,98,0.7428611,0.1485612,zachp001
john d'acquisto,1980,sdn,nl,11,2,2,0.7820612,95,0.7470611,0.6698668,dacqj101
mark lee,1980,pit,nl,1,1,0,0.7722611,102,0.7372611,-0.2467516,lee-m101
mark bomback,1980,nyn,nl,0,0,0,0.7778611,98,0.7428611,,bombm101
randy lerch,1980,phi,nl,2,2,0,0.7680611,105,0.7330611,-0.484767,lercr001
tommy boggs,1980,atl,nl,0,0,0,0.7708611,103,0.7358611,,boggt001
rick sutcliffe,1980,lan,nl,13,7,4,0.7778611,98,0.7428611,-0.9657556,sutcr001
kevin kobel,1980,nyn,nl,3,2,0,0.7778611,98,0.7428611,-0.3714388,kobek101
don stanhouse,1980,lan,nl,18,5,3,0.7778611,98,0.7428611,0.4753813,stand101
john littlefield,1980,sln,nl,23,7,9,0.7708611,103,0.7358611,0.4805662,littj102
jeff little,1980,sln,nl,0,0,0,0.7708611,103,0.7358611,,littj101
sparky lyle,1980,phi,nl,7,1,0,0.7680611,105,0.7330611,0.5904659,lyles101
mike armstrong,1980,sdn,nl,7,1,0,0.7820612,95,0.7470611,0.5322257,armsm001
tom griffin,1980,sfn,nl,8,2,0,0.7778611,98,0.7428611,0.2971224,grift101
eddie solomon,1980,pit,nl,4,0,1,0.7722611,102,0.7372611,0.5464969,soloe101
bobby castillo,1980,lan,nl,25,8,7,0.7778611,98,0.7428611,0.2525035,castr001
pedro borbon,1980,sln,nl,2,1,0,0.7708611,103,0.7358611,-0.1079433,borbp101
john curtis,1980,sdn,nl,0,0,1,0.7820612,95,0.7470611,,curtj001
charlie lea,1980,mon,nl,1,1,0,0.7764611,99,0.7414611,-0.2511196,lea-c001
grant jackson,1980,pit,nl,33,11,7,0.7722611,102,0.7372611,0.2914656,jackg101
al holland,1980,sfn,nl,27,5,9,0.7778611,98,0.7428611,1.678791,holla001
silvio martinez,1980,sln,nl,1,0,1,0.7708611,103,0.7358611,0.1373522,marts101
mario soto,1980,cin,nl,24,6,0,0.7750611,100,0.7400611,0.935047,sotom001
jay howell,1980,cin,nl,0,0,0,0.7750611,100,0.7400611,,howej001
tom tellmann,1980,sdn,nl,1,0,0,0.7820612,95,0.7470611,0.1315282,tellt001
mark littell,1980,sln,nl,3,3,2,0.7708611,103,0.7358611,-0.7358867,littm101
george stablein,1980,sdn,nl,0,0,1,0.7820612,95,0.7470611,,stabg101
elias sosa,1980,mon,nl,38,15,11,0.7764611,99,0.7414611,-0.6746684,sosae101
dickie noles,1980,phi,nl,20,7,1,0.7680611,105,0.7330611,0.1078222,noled001
woodie fryman,1980,mon,nl,47,9,6,0.7764611,99,0.7414611,2.848653,frymw101
randy moffitt,1980,sfn,nl,1,2,0,0.7778611,98,0.7428611,-0.6388633,moffr101
rod scurry,1980,pit,nl,4,3,1,0.7722611,102,0.7372611,-0.6036304,scurr001
doug bair,1980,cin,nl,20,7,4,0.7750611,100,0.7400611,0.0095418,baird001
steve howe,1980,lan,nl,51,12,14,0.7778611,98,0.7428611,2.183871,howes001
don hood,1980,sln,nl,5,5,5,0.7708611,103,0.7358611,-1.226478,hoodd101
donnie moore,1980,sln,nl,0,1,0,0.7708611,103,0.7358611,-0.3826478,moord001
john candelaria,1980,pit,nl,3,0,0,0.7722611,102,0.7372611,0.4098727,candj001
george frazier,1980,sln,nl,6,4,1,0.7708611,103,0.7358611,-0.7064777,frazg001
mark davis,1980,phi,nl,0,0,0,0.7680611,105,0.7330611,,davim001
greg minton,1980,sfn,nl,39,8,10,0.7778611,98,0.7428611,2.124475,mintg001
enrique romo,1980,pit,nl,30,9,6,0.7722611,102,0.7372611,0.6483448,romoe101
john fulgham,1980,sln,nl,1,0,0,0.7708611,103,0.7358611,0.1373522,fulgj101
stan bahnsen,1980,mon,nl,16,9,4,0.7764611,99,0.7414611,-1.318995,bahns101
dyar miller,1980,nyn,nl,0,1,0,0.7778611,98,0.7428611,-0.3862878,milld101
geoff combe,1980,cin,nl,0,0,0,0.7750611,100,0.7400611,,combg101
roy lee jackson,1980,nyn,nl,3,0,1,0.7778611,98,0.7428611,0.4011367,jackr003
rick rhoden,1980,pit,nl,2,0,0,0.7722611,102,0.7372611,0.2732484,rhodr001
jim kaat,1980,sln,nl,6,3,5,0.7708611,103,0.7358611,-0.3238299,kaatj101
don sutton,1980,lan,nl,1,0,0,0.7778611,98,0.7428611,0.1337122,suttd001
pete falcone,1980,nyn,nl,5,1,0,0.7778611,98,0.7428611,0.2822733,falcp001
jerry reuss,1980,lan,nl,8,1,2,0.7778611,98,0.7428611,0.6834101,reusj001
lee smith,1980,chn,nl,3,0,0,0.7624611,109,0.7274611,0.4251607,smitl001
kevin saucier,1980,phi,nl,12,1,5,0.7680611,105,0.7330611,1.284507,sauck101
ed lynch,1980,nyn,nl,0,0,0,0.7778611,98,0.7428611,,lynce001
dennis kinney,1980,sdn,nl,16,6,5,0.7820612,95,0.7470611,-0.2263791,kinnd101
ron reed,1980,phi,nl,23,12,4,0.7680611,105,0.7330611,-1.381711,reedr001
rick camp,1980,atl,nl,30,7,12,0.7708611,103,0.7358611,1.442032,campr001
randy lerch,1981,mil,al,5,1,0,0.791411,94,0.756411,0.2399978,lercr001
dennis lewallyn,1981,cle,al,0,0,1,0.783011,100,0.7480109,,lewad101
bill castro,1981,nya,al,2,1,1,0.7872109,97,0.7522109,-0.133449,castb101
reggie cleveland,1981,mil,al,9,9,2,0.791411,94,0.756411,-2.400007,clevr101
sid monge,1981,cle,al,17,5,5,0.783011,100,0.7480109,0.2827547,mongs001
ed figueroa,1981,oak,al,0,0,0,0.790011,95,0.755011,,figue101
jerry koosman,1981,min,al,3,0,1,0.7718109,108,0.7368109,0.410575,koosj001
paul splittorff,1981,kca,al,4,0,0,0.7858109,98,0.7508109,0.5183133,splip001
bud black,1981,sea,al,0,0,0,0.7746109,106,0.7396109,,blacb001
jack o'connor,1981,min,al,9,2,2,0.7718109,108,0.7368109,0.4654415,oconj001
tom brennan,1981,cle,al,0,0,0,0.783011,100,0.7480109,,brent001
dan quisenberry,1981,kca,al,30,5,10,0.7858109,98,0.7508109,1.935241,quisd001
tippy martinez,1981,bal,al,23,7,4,0.784411,99,0.7494109,0.2691893,martt001
angel moreno,1981,cal,al,0,0,1,0.784411,99,0.7494109,,morea101
moose haas,1981,mil,al,0,0,1,0.791411,94,0.756411,,haasm001
dan spillner,1981,cle,al,10,1,2,0.783011,100,0.7480109,0.9213776,spild001
dick drago,1981,sea,al,18,9,5,0.7746109,106,0.7396109,-1.024137,dragd101
tom underwood,1981,nya,al,0,0,0,0.7872109,97,0.7522109,,undet001
aurelio lopez,1981,det,al,5,0,2,0.778811,103,0.743811,0.6660915,lopea001
dan schatzeder,1981,det,al,1,1,0,0.778811,103,0.743811,-0.2535634,schad001
juan berenguer,1981,tor,al,0,0,0,0.7718109,108,0.7368109,,berej001
dave schmidt,1981,tex,al,1,0,2,0.791411,94,0.756411,0.1266663,schmd001
rick reuschel,1981,nya,al,0,0,0,0.7872109,97,0.7522109,,reusr001
mark bomback,1981,tor,al,3,1,2,0.7718109,108,0.7368109,0.0274333,bombm101
luis aponte,1981,bos,al,4,0,0,0.7746109,106,0.7396109,0.5416093,aponl001
tom burgmeier,1981,bos,al,26,6,3,0.7746109,106,0.7396109,1.212874,burgt001
albert williams,1981,min,al,0,0,0,0.7718109,108,0.7368109,,willa001
larry rothschild,1981,det,al,1,0,0,0.778811,103,0.743811,0.1332183,rothl101
glenn abbott,1981,sea,al,0,0,0,0.7746109,106,0.7396109,,abbog001
mike willis,1981,tor,al,10,4,2,0.7718109,108,0.7368109,-0.1639834,willm101
reggie patterson,1981,cha,al,0,0,0,0.7858109,98,0.7508109,,pattr001
jesse jefferson,1981,cal,al,0,1,2,0.784411,99,0.7494109,-0.3896937,jeffj101
rich gossage,1981,nya,al,22,2,3,0.7872109,97,0.7522109,2.052408,gossr001
rollie fingers,1981,mil,al,46,8,3,0.791411,94,0.756411,2.679981,fingr001
luis leal,1981,tor,al,11,2,3,0.7718109,108,0.7368109,0.7391582,leall001
jim kern,1981,tex,al,12,3,2,0.791411,94,0.756411,0.3399946,kernj001
mickey mahler,1981,cal,al,0,0,0,0.784411,99,0.7494109,,mahlm001
howard bailey,1981,det,al,0,0,0,0.778811,103,0.743811,,bailh101
pete redfern,1981,min,al,0,1,0,0.7718109,108,0.7368109,-0.3831417,redfp101
dave heaverlo,1981,oak,al,2,0,1,0.790011,95,0.755011,0.2547886,heavd101
jim wright,1981,kca,al,2,2,1,0.7858109,98,0.7508109,-0.5216867,wrigj101
pete vuckovich,1981,mil,al,0,0,0,0.791411,94,0.756411,,vuckp001
rudy may,1981,nya,al,1,0,0,0.7872109,97,0.7522109,0.1288503,may-r101
jamie easterly,1981,mil,al,11,6,6,0.791411,94,0.756411,-0.9666727,eastj001
don aase,1981,cal,al,21,6,3,0.784411,99,0.7494109,0.3982708,aased001
dave frost,1981,cal,al,0,0,0,0.784411,99,0.7494109,,frosd101
mark mercer,1981,tex,al,2,1,1,0.791411,94,0.756411,-0.1400011,mercm101
floyd bannister,1981,sea,al,0,0,0,0.7746109,106,0.7396109,,bannf001
dennis martinez,1981,bal,al,0,0,0,0.784411,99,0.7494109,,martd001
brad havens,1981,min,al,0,0,0,0.7718109,108,0.7368109,,haveb001
alfredo martinez,1981,cal,al,0,0,0,0.784411,99,0.7494109,,marta101
la marr hoyt,1981,cha,al,23,3,3,0.7858109,98,0.7508109,1.809036,hoytl001
jerry koosman,1981,cha,al,0,2,1,0.7858109,98,0.7508109,-0.7808434,koosj001
mike boddicker,1981,bal,al,0,0,0,0.784411,99,0.7494109,,boddm001
joaquin andujar,1981,hou,al,0,1,0,0.791411,94,0.756411,-0.3933337,anduj001
dave rucker,1981,det,al,0,0,0,0.778811,103,0.743811,,ruckd001
rickey keeton,1981,mil,al,3,0,0,0.791411,94,0.756411,0.3799989,keetr101
andy hassler,1981,cal,al,8,3,5,0.784411,99,0.7494109,-0.1266304,hassa001
mike stanton,1981,cle,al,17,3,1,0.783011,100,0.7480109,1.060687,stanm001
atlee hammaker,1981,kca,al,0,1,0,0.7858109,98,0.7508109,-0.3904217,hamma001
bill campbell,1981,bos,al,10,3,1,0.7746109,106,0.7396109,0.2002303,campb001
george frazier,1981,nya,al,6,1,0,0.7872109,97,0.7522109,0.3819523,frazg001
scott mcgregor,1981,bal,al,0,0,0,0.784411,99,0.7494109,,mcgrs001
bob lacey,1981,cle,al,0,0,0,0.783011,100,0.7480109,,laceb001
shane rawley,1981,sea,al,32,6,8,0.7746109,106,0.7396109,2.025289,rawls001
john verhoeven,1981,min,al,3,1,1,0.7718109,108,0.7368109,0.0274333,verhj101
dave tobik,1981,det,al,11,3,6,0.778811,103,0.743811,0.3050562,tobid001
francisco barrios,1981,cha,al,0,0,0,0.7858109,98,0.7508109,,barrf101
joey mclaughlin,1981,tor,al,21,4,6,0.7718109,108,0.7368109,1.341458,mclaj001
tim stoddard,1981,bal,al,16,7,4,0.784411,99,0.7494109,-0.6429545,stodt001
bob mcclure,1981,mil,al,1,0,0,0.791411,94,0.756411,0.1266663,mcclb001
jeff schattinger,1981,kca,al,0,0,0,0.7858109,98,0.7508109,,schaj101
juan agosto,1981,cha,al,0,0,0,0.7858109,98,0.7508109,,agosj001
renie martin,1981,kca,al,9,3,1,0.7858109,98,0.7508109,-0.0050601,martr001
tom underwood,1981,oak,al,10,3,0,0.790011,95,0.755011,0.096126,undet001
steve stone,1981,bal,al,0,0,1,0.784411,99,0.7494109,,stons101
chuck rainey,1981,bos,al,2,1,1,0.7746109,106,0.7396109,-0.113793,rainc001
jeff jones,1981,oak,al,24,8,7,0.790011,95,0.755011,-0.0833824,jonej001
steve comer,1981,tex,al,22,3,6,0.791411,94,0.756411,1.606658,comes001
john d'acquisto,1981,cal,al,0,0,0,0.784411,99,0.7494109,,dacqj101
steve crawford,1981,bos,al,0,0,0,0.7746109,106,0.7396109,,craws001
billy smith,1981,hou,al,1,1,0,0.791411,94,0.756411,-0.2666674,smitb102
brian kingman,1981,oak,al,0,0,0,0.790011,95,0.755011,,kingb101
bill paschall,1981,kca,al,0,0,0,0.7858109,98,0.7508109,,pascb101
rick waits,1981,cle,al,0,0,0,0.783011,100,0.7480109,,waitr001
dennis lamp,1981,cha,al,7,1,1,0.7858109,98,0.7508109,0.5166266,lampd001
randy stein,1981,sea,al,2,1,0,0.7746109,106,0.7396109,-0.113793,steir101
doug corbett,1981,min,al,34,13,7,0.7718109,108,0.7368109,-0.3276596,corbd001
jon matlack,1981,tex,al,0,0,0,0.791411,94,0.756411,,matlj101
dewey robinson,1981,cha,al,0,0,0,0.7858109,98,0.7508109,,robid101
dave smith,1981,hou,al,24,4,5,0.791411,94,0.756411,1.466657,smitd001
mike griffin,1981,nya,al,0,0,0,0.7872109,97,0.7522109,,grifm001
fergie jenkins,1981,tex,al,0,0,0,0.791411,94,0.756411,,jenkf101
mike barlow,1981,tor,al,0,0,1,0.7718109,108,0.7368109,,barlm101
larry andersen,1981,sea,al,17,4,4,0.7746109,106,0.7396109,0.763449,andel001
steve trout,1981,cha,al,3,0,1,0.7858109,98,0.7508109,0.388735,trous001
doug bird,1981,nya,al,2,0,2,0.7872109,97,0.7522109,0.2577007,birdd101
george cappuzzello,1981,det,al,2,1,2,0.778811,103,0.743811,-0.1203451,cappg101
gordie pladson,1981,hou,al,0,0,0,0.791411,94,0.756411,,pladg101
bob lacey,1981,tex,al,0,0,0,0.791411,94,0.756411,,laceb001
john tudor,1981,bos,al,1,0,1,0.7746109,106,0.7396109,0.1354023,tudoj001
dave wehrmeister,1981,nya,al,0,0,0,0.7872109,97,0.7522109,,wehrd001
frank lacorte,1981,hou,al,11,1,8,0.791411,94,0.756411,0.9999958,lacof001
bruce kison,1981,cal,al,0,0,0,0.784411,99,0.7494109,,kisob001
jerry augustine,1981,mil,al,3,0,2,0.791411,94,0.756411,0.3799989,auguj001
fernando arroyo,1981,min,al,0,0,0,0.7718109,108,0.7368109,,arrof001
roy lee jackson,1981,tor,al,23,6,3,0.7718109,108,0.7368109,0.8488914,jackr003
andy mcgaffigan,1981,nya,al,0,0,0,0.7872109,97,0.7522109,,mcgaa001
ken clay,1981,sea,al,0,0,1,0.7746109,106,0.7396109,,clayk101
bob owchinko,1981,oak,al,11,8,5,0.790011,95,0.755011,-1.739508,owchb001
bob veselic,1981,min,al,1,2,0,0.7718109,108,0.7368109,-0.629425,veseb101
juan berenguer,1981,kca,al,2,2,0,0.7858109,98,0.7508109,-0.5216867,berej001
steve renko,1981,cal,al,3,0,0,0.784411,99,0.7494109,0.3909189,renks101
dave rozema,1981,det,al,10,1,5,0.778811,103,0.743811,0.9454015,rozed001
dan petry,1981,det,al,0,0,0,0.778811,103,0.743811,,petrd001
ed glynn,1981,cle,al,0,0,0,0.783011,100,0.7480109,,glyne001
dave laroche,1981,nya,al,9,1,3,0.7872109,97,0.7522109,0.7685031,larod101
sammy stewart,1981,bal,al,22,3,6,0.784411,99,0.7494109,1.697658,stews001
rich gale,1981,kca,al,2,0,0,0.7858109,98,0.7508109,0.2591566,galer001
ed farmer,1981,cha,al,18,5,4,0.7858109,98,0.7508109,0.3803013,farme101
john henry johnson,1981,tex,al,10,1,5,0.791411,94,0.756411,0.8733295,johnj001
steve luebber,1981,bal,al,0,0,0,0.784411,99,0.7494109,,luebs101
john hobbs,1981,min,al,0,0,0,0.7718109,108,0.7368109,,hobbj101
jim slaton,1981,mil,al,0,0,0,0.791411,94,0.756411,,slatj001
bobby sprowl,1981,hou,al,2,0,2,0.791411,94,0.756411,0.2533326,sprob101
frank dipino,1981,mil,al,0,0,0,0.791411,94,0.756411,,dipif001
don cooper,1981,min,al,8,6,2,0.7718109,108,0.7368109,-1.203983,coopd001
chuck porter,1981,mil,al,0,0,0,0.791411,94,0.756411,,portc001
luis sanchez,1981,cal,al,2,1,1,0.784411,99,0.7494109,-0.129081,sancl001
jerry garvin,1981,tor,al,4,3,3,0.7718109,108,0.7368109,-0.6019917,garvj101
ken brett,1981,kca,al,1,1,2,0.7858109,98,0.7508109,-0.2608434,bretk101
kevin hickey,1981,cha,al,3,3,7,0.7858109,98,0.7508109,-0.7825301,hickk001
vern ruhle,1981,hou,al,1,1,0,0.791411,94,0.756411,-0.2666674,ruhlv001
rich bordi,1981,oak,al,0,0,0,0.790011,95,0.755011,,bordr001
dennis kinney,1981,det,al,0,0,0,0.778811,103,0.743811,,kinnd101
ron guidry,1981,nya,al,0,0,0,0.7872109,97,0.7522109,,guidr001
bob galasso,1981,sea,al,4,1,0,0.7746109,106,0.7396109,0.1570117,galab101
mike witt,1981,cal,al,3,2,1,0.784411,99,0.7494109,-0.3884684,wittm001
wayne garland,1981,cle,al,0,0,0,0.783011,100,0.7480109,,garlw101
ron davis,1981,nya,al,27,3,6,0.7872109,97,0.7522109,2.305509,davir001
paul mirabella,1981,tor,al,0,0,0,0.7718109,108,0.7368109,,mirap001
jackson todd,1981,tor,al,1,0,0,0.7718109,108,0.7368109,0.1368583,toddj101
john butcher,1981,tex,al,2,0,1,0.791411,94,0.756411,0.2533326,butcj001
darrell jackson,1981,min,al,1,2,0,0.7718109,108,0.7368109,-0.629425,jackd101
mike caldwell,1981,mil,al,1,0,0,0.791411,94,0.756411,0.1266663,caldm001
terry felton,1981,min,al,0,0,0,0.7718109,108,0.7368109,,feltt101
mike jones,1981,kca,al,2,0,1,0.7858109,98,0.7508109,0.2591566,jonem001
dave ford,1981,bal,al,0,1,1,0.784411,99,0.7494109,-0.3896937,fordd101
jerry don gleaton,1981,sea,al,0,0,1,0.7746109,106,0.7396109,,gleaj001
dale murray,1981,tor,al,0,0,0,0.7718109,108,0.7368109,,murrd001
dwight bernard,1981,mil,al,0,0,0,0.791411,94,0.756411,,bernd101
kevin saucier,1981,det,al,20,4,6,0.778811,103,0.743811,1.117239,sauck101
britt burns,1981,cha,al,1,0,0,0.7858109,98,0.7508109,0.1295783,burnb001
charlie hough,1981,tex,al,2,0,3,0.791411,94,0.756411,0.2533326,hougc001
lynn mcglothen,1981,cha,al,0,1,0,0.7858109,98,0.7508109,-0.3904217,mcgll101
jim beattie,1981,sea,al,1,0,0,0.7746109,106,0.7396109,0.1354023,beatj001
dave beard,1981,oak,al,10,2,0,0.790011,95,0.755011,0.4887315,beard001
willie mueller,1981,mil,al,0,0,0,0.791411,94,0.756411,,muelw101
bryan clark,1981,sea,al,8,2,6,0.7746109,106,0.7396109,0.3140233,clarb001
jeff schneider,1981,bal,al,0,0,2,0.784411,99,0.7494109,,schnj101
bob stanley,1981,bos,al,20,10,5,0.7746109,106,0.7396109,-1.13793,stanb001
gene nelson,1981,nya,al,0,0,0,0.7872109,97,0.7522109,,nelsg001
frank tanana,1981,bos,al,0,0,0,0.7746109,106,0.7396109,,tanaf001
bob babcock,1981,tex,al,2,1,1,0.791411,94,0.756411,-0.1400011,babcb101
len whitehouse,1981,tex,al,0,0,0,0.791411,94,0.756411,,whitl003
bo mclaughlin,1981,oak,al,2,1,0,0.790011,95,0.755011,-0.1378171,mclab101
donnie moore,1981,mil,al,0,0,0,0.791411,94,0.756411,,moord001
nino espinosa,1981,tor,al,0,0,0,0.7718109,108,0.7368109,,espin101
joe sambito,1981,hou,al,29,9,1,0.791411,94,0.756411,0.1333197,sambj001
mike parrott,1981,sea,al,1,0,2,0.7746109,106,0.7396109,0.1354023,parrm101
craig minetto,1981,oak,al,0,0,4,0.790011,95,0.755011,,minec101
mark clear,1981,bos,al,26,9,3,0.7746109,106,0.7396109,0.0590817,cleam001
bruce berenyi,1981,cin,nl,0,0,0,0.755637,102,0.720637,,bereb001
kent tekulve,1981,pit,nl,23,7,7,0.752837,104,0.717837,0.7617429,tekuk001
charlie leibrandt,1981,cin,nl,0,0,1,0.755637,102,0.720637,,leibc001
juan eichelberger,1981,sdn,nl,0,0,0,0.766837,94,0.731837,,eichj001
willie hernandez,1981,chn,nl,1,1,3,0.750037,106,0.7150369,-0.2236384,hernw001
